y,x_3.583,x_3.659,x_3.735,x_3.811,x_3.888,x_3.964,x_4.040,x_4.116,x_4.192,x_4.268,x_4.345,x_4.421,x_4.497,x_4.573,x_4.649,x_4.725,x_4.802,x_4.878,x_4.954,x_5.030,x_5.106,x_5.183,x_5.259,x_5.335,x_5.411,x_5.487,x_5.563,x_5.640,x_5.716,x_5.792,x_5.868,x_5.944,x_6.020,x_6.097,x_6.173,x_6.249,x_6.325,x_6.401,x_6.477,x_6.554,x_6.630,x_6.706,x_6.782,x_6.858,x_6.935,x_7.011,x_7.087,x_7.163,x_7.239,x_7.315,x_7.392,x_7.468,x_7.544,x_7.620,x_7.696,x_7.772,x_7.849,x_7.925,x_8.001,x_8.077,x_8.153,x_8.229,x_8.306,x_8.382,x_8.458,x_8.534,x_8.610,x_8.687,x_8.763,x_8.839,x_8.915,x_8.991,x_9.067,x_9.144,x_9.220,x_9.296,x_9.372,x_9.448,x_9.524,x_9.601,x_9.677,x_9.753,x_9.829,x_9.905,x_9.982,x_10.058,x_10.134,x_10.210,x_10.286,x_10.362,x_10.439,x_10.515,x_10.591,x_10.667,x_10.743,x_10.819,x_10.896,x_10.972,x_11.048,x_11.124
3.0029433,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3.0383700484848486,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04392458534747276,0.05055278396770848,0.05330571791241752,0.07860911213432821,0.10391250635623892,0.1292159005781496,0.11112051169304475,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3.073796796969697,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04477333280803294,0.05450007726262847,0.056944079866594596,0.052092355168736296,0.06283028034755721,0.0881336745694679,0.1134370687913786,0.1387404630132893,0.16202339617284706,0.1590797521855498,0.1558608886180774,0.15196195206425175,0.14601745606980485,0.08148323790422532,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3.1092235454545456,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04562208026859311,0.0648157139740198,0.056147615598318795,0.0633353757654807,0.061175147435281386,0.052562967755220145,0.0723548427826969,0.09765823700460759,0.1236874948184095,0.1467430511608288,0.1437994071735315,0.14085576318623433,0.13783693082603243,0.13458146676961497,0.1313260027131974,0.1280705386567799,0.12386507968193855,0.11792058368749164,0.11197608769304455,0.10603159169859763,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3.144650293939394,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.046470827729153286,0.06393806486921708,0.06646325230971012,0.05779515393400911,0.06972667166436682,0.07025793970182649,0.06164576002176524,0.05657601099592589,0.08187940521783658,0.11565091758631327,0.13146270614881056,0.12851906216151326,0.12557541817421608,0.13515194159598595,0.13553547643395816,0.12944497483113176,0.1233544732283055,0.11726397162547912,0.11117347002265286,0.10508296841982648,0.10028018869548236,0.0957682072996254,0.08982371130517841,0.08537516144743923,0.08150299122875486,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3.1800770424242426,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04731957518971346,0.06257141606198545,0.07677888902110144,0.06811079064540043,0.059442692269699435,0.07611796756325293,0.07934073196837159,0.07072855228831033,0.062116372608249114,0.06845600747794435,0.10761434035421702,0.11618236113679231,0.11323871714949502,0.1248844974804594,0.14434416808828643,0.14606036040868672,0.13968521825476593,0.13359471665193967,0.12750421504911327,0.12141371344628703,0.11532321184346063,0.10923271024063438,0.10314220863780806,0.09085119238137074,0.08535517373898063,0.07700101728960247,0.08940267388665284,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3.215503790909091,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.043181452701535145,0.04816832265027364,0.061204767254753836,0.08681696163929498,0.07842642735679176,0.06975832898109074,0.06109023060538975,0.08250926346213903,0.08778686472204363,0.07778007474239916,0.0677732847627547,0.06780542751884111,0.09957776312212076,0.10090201612477404,0.11461705336493339,0.1340767239727599,0.153536394580587,0.15666693503128798,0.15013285421279537,0.14383496007557384,0.13774445847274744,0.1316539568699212,0.12556345526709478,0.11947295366426854,0.11338245206144221,0.0919032986356894,0.08382439884856085,0.07547024239918268,0.07391635740447118,0.09730235654455135,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3.2509305393939396,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04297076127258866,0.04901707011083382,0.05983811844752223,0.08545031283206336,0.08874206406818308,0.0800739656924821,0.07140586731678109,0.06273776894108007,0.08809418274473374,0.09158368142811898,0.0815768914484745,0.07698904280468466,0.07963967079978126,0.088565315100053,0.10434960924940685,0.12380927985723382,0.14326895046506044,0.16272862107288746,0.1672735096538892,0.1607394288353966,0.1542053480169042,0.14798470189638158,0.14189420029355532,0.13580369869072895,0.1297131970879027,0.12362269548507637,0.09889855752418941,0.08229362395814109,0.07393946750876292,0.06558531105938484,0.0818160400623697,0.09258727674830258,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3.286357287878788,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04381950873314884,0.049865817571393994,0.05847146964029064,0.08408366402483178,0.0990577007795744,0.0903896024038734,0.08172150402817241,0.0730534056524714,0.0643853072767704,0.09259180805405104,0.09538049813419434,0.08617265809052824,0.08882328608562484,0.08992413777336594,0.09310434129427868,0.11354183574170726,0.13300150634953434,0.15246117695736086,0.17192084756518794,0.17788008427649046,0.1713460034579979,0.16481192263950545,0.1582778418210128,0.15213444371718948,0.14604394211436308,0.13995344051153685,0.1338629389087105,0.10994974567065202,0.09030743681677164,0.07240869261834314,0.06405453616896507,0.06632972358018804,0.08971572272026766,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3.3217840363636366,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04466825619370909,0.05071456503195418,0.05710482083305901,0.08271701521760012,0.10832920960214126,0.10070523911526472,0.09203714073956373,0.08336904236386272,0.07445511320482955,0.06882526119119799,0.09708943336336834,0.09917731484026969,0.0980069013714684,0.09480067621416965,0.08564513977275212,0.09799961758874809,0.12273406223400779,0.14219373284183479,0.1616534034496614,0.1811130740574884,0.18848665889909172,0.18195257808059914,0.1754184972621067,0.16888441644361404,0.16237468714082365,0.15628418553799725,0.15019368393517102,0.14410318233234468,0.12100093381711463,0.10135862496323426,0.08171631610935391,0.0625237612785453,0.05416960482916703,0.07422940623808602,0.09761540537816618,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
